region,date,median_R_mean,median_R_highHPD,median_R_lowHPD
TI,2020-02-23,4.61,6.98,2.72
TI,2020-02-24,4.81,6.74,3.16
TI,2020-02-25,4.42,5.97,3.04
TI,2020-02-26,3.86,5.15,2.82
TI,2020-02-27,3.49,4.44,2.65
TI,2020-02-28,3.18,3.97,2.48
TI,2020-02-29,2.89,3.52,2.31
TI,2020-03-01,2.63,3.15,2.16
TI,2020-03-02,2.45,2.89,2.04
TI,2020-03-03,2.31,2.69,1.96
TI,2020-03-04,2.2,2.53,1.89
TI,2020-03-05,2.09,2.39,1.82
TI,2020-03-06,1.99,2.25,1.74
TI,2020-03-07,1.87,2.1,1.65
TI,2020-03-08,1.73,1.94,1.53
TI,2020-03-09,1.6,1.78,1.42
TI,2020-03-10,1.49,1.65,1.33
TI,2020-03-11,1.4,1.55,1.25
TI,2020-03-12,1.33,1.48,1.2
TI,2020-03-13,1.28,1.42,1.15
TI,2020-03-14,1.23,1.36,1.11
TI,2020-03-15,1.18,1.3,1.06
TI,2020-03-16,1.12,1.24,1.01
TI,2020-03-17,1.06,1.17,0.96
TI,2020-03-18,1,1.11,0.9
TI,2020-03-19,0.94,1.05,0.84
TI,2020-03-20,0.89,1,0.8
TI,2020-03-21,0.85,0.95,0.76
TI,2020-03-22,0.81,0.91,0.72
TI,2020-03-23,0.77,0.86,0.68
TI,2020-03-24,0.72,0.82,0.64
TI,2020-03-25,0.69,0.78,0.6
TI,2020-03-26,0.66,0.76,0.57
TI,2020-03-27,0.64,0.74,0.55
TI,2020-03-28,0.64,0.74,0.54
TI,2020-03-29,0.64,0.75,0.54
TI,2020-03-30,0.65,0.76,0.55
TI,2020-03-31,0.66,0.77,0.55
TI,2020-04-01,0.65,0.78,0.54
TI,2020-04-02,0.65,0.77,0.53
TI,2020-04-03,0.64,0.78,0.52
TI,2020-04-04,0.64,0.78,0.51
TI,2020-04-05,0.64,0.79,0.51
TI,2020-04-06,0.64,0.79,0.5
TI,2020-04-07,0.63,0.79,0.49
TI,2020-04-08,0.63,0.79,0.48
TI,2020-04-09,0.62,0.8,0.47
TI,2020-04-10,0.63,0.82,0.47
TI,2020-04-11,0.65,0.84,0.48
TI,2020-04-12,0.68,0.89,0.5
TI,2020-04-13,0.73,0.95,0.53
TI,2020-04-14,0.77,1.01,0.56
TI,2020-04-15,0.8,1.06,0.58
TI,2020-04-16,0.82,1.08,0.59
TI,2020-04-17,0.81,1.09,0.58
TI,2020-04-18,0.8,1.07,0.56
TI,2020-04-19,0.77,1.05,0.53
TI,2020-04-20,0.74,1.02,0.51
TI,2020-04-21,0.71,1,0.48
TI,2020-04-22,0.68,0.96,0.44
TI,2020-04-23,0.64,0.93,0.41
TI,2020-04-24,0.62,0.91,0.38
TI,2020-04-25,0.6,0.91,0.36
TI,2020-04-26,0.59,0.91,0.33
TI,2020-04-27,0.58,0.92,0.32
TI,2020-04-28,0.58,0.93,0.31
TI,2020-04-29,0.57,0.94,0.29
TI,2020-04-30,0.56,0.95,0.28
TI,2020-05-01,0.57,1,0.26
TI,2020-05-02,0.6,1.05,0.26
TI,2020-05-03,0.62,1.11,0.27
TI,2020-05-04,0.65,1.18,0.28
TI,2020-05-05,0.68,1.25,0.28
TI,2020-05-06,0.72,1.34,0.29
TI,2020-05-07,0.78,1.44,0.31
TI,2020-05-08,0.84,1.55,0.34
TI,2020-05-09,0.91,1.67,0.38
TI,2020-05-10,0.96,1.79,0.41
TI,2020-05-11,1.01,1.86,0.42
TI,2020-05-12,1.01,1.87,0.43
TI,2020-05-13,1,1.84,0.41
TI,2020-05-14,0.98,1.78,0.41
TI,2020-05-15,0.96,1.76,0.4
TI,2020-05-16,0.92,1.73,0.38
TI,2020-05-17,0.88,1.65,0.34
TI,2020-05-18,0.8,1.55,0.29
TI,2020-05-19,0.71,1.45,0.23
TI,2020-05-20,0.61,1.34,0.18
TI,2020-05-21,0.54,1.23,0.14
TI,2020-05-22,0.48,1.17,0.1
TI,2020-05-23,0.45,1.18,0.08
TI,2020-05-24,0.44,1.2,0.06
TI,2020-05-25,0.44,1.26,0.05
TI,2020-05-26,0.43,1.33,0.03
TI,2020-05-27,0.41,1.41,0.02
TI,2020-05-28,0.39,1.44,0.01
TI,2020-05-29,0.4,1.55,0.01
TI,2020-05-30,0.45,1.8,0.01
TI,2020-05-31,0.57,2.17,0.01
TI,2020-06-01,0.75,2.75,0.02
TI,2020-06-02,1.05,3.43,0.06
TI,2020-06-03,1.42,4.17,0.11
TI,2020-06-04,1.69,4.94,0.19
TI,2020-06-05,1.82,4.99,0.26
TI,2020-06-06,1.79,4.7,0.29
TI,2020-06-07,1.7,4.33,0.29
TI,2020-06-08,1.53,3.86,0.27
TI,2020-06-09,1.35,3.44,0.24
TI,2020-06-10,1.17,2.96,0.2
TI,2020-06-11,1,2.57,0.15
TI,2020-06-12,0.83,2.26,0.11
TI,2020-06-13,0.7,1.99,0.07
TI,2020-06-14,0.61,1.85,0.04
TI,2020-06-15,0.56,1.83,0.03
TI,2020-06-16,0.6,1.94,0.04
TI,2020-06-17,0.76,2.41,0.05
TI,2020-06-18,1.09,3.18,0.11
TI,2020-06-19,1.65,4.12,0.27
TI,2020-06-20,2.32,5.24,0.59
TI,2020-06-21,2.77,5.61,0.91
TI,2020-06-22,2.94,5.65,1.12
TI,2020-06-23,2.8,5.17,1.18
TI,2020-06-24,2.58,4.59,1.15
TI,2020-06-25,2.29,3.97,1.09
TI,2020-06-26,2.01,3.43,1
TI,2020-06-27,1.78,2.97,0.91
TI,2020-06-28,1.59,2.62,0.83
TI,2020-06-29,1.43,2.33,0.75
TI,2020-06-30,1.29,2.1,0.68
TI,2020-07-01,1.18,1.92,0.62
TI,2020-07-02,1.1,1.79,0.58
TI,2020-07-03,1.04,1.71,0.55
TI,2020-07-04,1.01,1.67,0.53
TI,2020-07-05,1.01,1.66,0.53
TI,2020-07-06,1.02,1.64,0.54
TI,2020-07-07,1.02,1.66,0.54
TI,2020-07-08,1.02,1.65,0.53
TI,2020-07-09,1.01,1.62,0.52
TI,2020-07-10,0.95,1.59,0.49
TI,2020-07-11,0.91,1.52,0.46
TI,2020-07-12,0.87,1.46,0.41
TI,2020-07-13,0.83,1.41,0.39
TI,2020-07-14,0.77,1.34,0.35
TI,2020-07-15,0.72,1.29,0.32
TI,2020-07-16,0.69,1.25,0.28
TI,2020-07-17,0.67,1.26,0.27
TI,2020-07-18,0.68,1.3,0.26
TI,2020-07-19,0.7,1.35,0.26
TI,2020-07-20,0.74,1.43,0.27
TI,2020-07-21,0.78,1.54,0.29
TI,2020-07-22,0.82,1.65,0.31
TI,2020-07-23,0.89,1.74,0.34
TI,2020-07-24,0.96,1.86,0.36
TI,2020-07-25,1.02,1.94,0.39
TI,2020-07-26,1.04,1.98,0.41
TI,2020-07-27,1.04,2.01,0.41
TI,2020-07-28,1.04,1.99,0.41
TI,2020-07-29,1.03,1.96,0.4
TI,2020-07-30,1,1.92,0.38
TI,2020-07-31,1,1.9,0.38
TI,2020-08-01,1.03,1.96,0.39
TI,2020-08-02,1.09,2.02,0.42
TI,2020-08-03,1.11,2.09,0.46
TI,2020-08-04,1.17,2.14,0.5
TI,2020-08-05,1.23,2.22,0.54
TI,2020-08-06,1.33,2.31,0.61
TI,2020-08-07,1.43,2.37,0.68
TI,2020-08-08,1.47,2.45,0.76
TI,2020-08-09,1.49,2.42,0.79
TI,2020-08-10,1.5,2.36,0.81
TI,2020-08-11,1.44,2.27,0.79
TI,2020-08-12,1.38,2.18,0.78
TI,2020-08-13,1.32,2.08,0.74
TI,2020-08-14,1.25,1.94,0.7
TI,2020-08-15,1.18,1.82,0.66
TI,2020-08-16,1.09,1.68,0.61
TI,2020-08-17,1,1.57,0.55
TI,2020-08-18,0.91,1.46,0.49
TI,2020-08-19,0.83,1.35,0.43
TI,2020-08-20,0.77,1.28,0.39
TI,2020-08-21,0.72,1.23,0.36
TI,2020-08-22,0.71,1.21,0.33
TI,2020-08-23,0.71,1.23,0.32
TI,2020-08-24,0.71,1.26,0.32
TI,2020-08-25,0.74,1.33,0.33
TI,2020-08-26,0.8,1.42,0.35
TI,2020-08-27,0.87,1.55,0.39
TI,2020-08-28,0.97,1.7,0.44
TI,2020-08-29,1.07,1.84,0.5
TI,2020-08-30,1.16,1.97,0.57
TI,2020-08-31,1.22,2.04,0.61
TI,2020-09-01,1.24,2.06,0.63
TI,2020-09-02,1.23,2.01,0.64
TI,2020-09-03,1.22,1.98,0.63
TI,2020-09-04,1.19,1.94,0.63
TI,2020-09-05,1.17,1.89,0.62
TI,2020-09-06,1.15,1.84,0.61
TI,2020-09-07,1.11,1.79,0.59
TI,2020-09-08,1.07,1.72,0.57
TI,2020-09-09,1.02,1.65,0.54
TI,2020-09-10,0.97,1.59,0.51
TI,2020-09-11,0.92,1.51,0.47
TI,2020-09-12,0.89,1.48,0.44
TI,2020-09-13,0.86,1.44,0.42
TI,2020-09-14,0.84,1.42,0.4
TI,2020-09-15,0.82,1.4,0.39
TI,2020-09-16,0.81,1.42,0.38
TI,2020-09-17,0.84,1.45,0.39
TI,2020-09-18,0.89,1.55,0.43
TI,2020-09-19,1.01,1.71,0.5
TI,2020-09-20,1.2,1.97,0.62
TI,2020-09-21,1.46,2.31,0.81
TI,2020-09-22,1.78,2.69,1.05
TI,2020-09-23,2.12,3.07,1.35
TI,2020-09-24,2.45,3.4,1.65
TI,2020-09-25,2.62,3.52,1.86
TI,2020-09-26,2.63,3.44,1.94
TI,2020-09-27,2.54,3.24,1.93
TI,2020-09-28,2.4,3.01,1.87
TI,2020-09-29,2.29,2.81,1.81
TI,2020-09-30,2.18,2.64,1.76
TI,2020-10-01,2.1,2.5,1.73
TI,2020-10-02,2.06,2.43,1.71
TI,2020-10-03,2.03,2.35,1.71
TI,2020-10-04,1.98,2.29,1.7
TI,2020-10-05,1.93,2.21,1.67
TI,2020-10-06,1.88,2.13,1.64
TI,2020-10-07,1.85,2.08,1.63
TI,2020-10-08,1.84,2.06,1.63
TI,2020-10-09,1.84,2.04,1.64
TI,2020-10-10,1.82,2.01,1.65
TI,2020-10-11,1.8,1.97,1.63
TI,2020-10-12,1.75,1.91,1.6
TI,2020-10-13,1.69,1.84,1.55
TI,2020-10-14,1.64,1.77,1.51
TI,2020-10-15,1.59,1.72,1.47
TI,2020-10-16,1.55,1.67,1.43
TI,2020-10-17,1.51,1.61,1.4
TI,2020-10-18,1.46,1.56,1.36
TI,2020-10-19,1.4,1.49,1.31
TI,2020-10-20,1.34,1.43,1.25
TI,2020-10-21,1.28,1.37,1.2
TI,2020-10-22,1.24,1.32,1.16
TI,2020-10-23,1.2,1.28,1.13
TI,2020-10-24,1.17,1.24,1.1
TI,2020-10-25,1.13,1.2,1.06
TI,2020-10-26,1.09,1.16,1.02
TI,2020-10-27,1.05,1.12,0.99
TI,2020-10-28,1.03,1.09,0.96
TI,2020-10-29,1.02,1.09,0.96
TI,2020-10-30,1.03,1.1,0.97
TI,2020-10-31,1.05,1.12,0.99
TI,2020-11-01,1.05,1.12,0.99
TI,2020-11-02,1.04,1.1,0.97
TI,2020-11-03,1,1.06,0.94
TI,2020-11-04,0.95,1.01,0.89
TI,2020-11-05,0.91,0.97,0.85
TI,2020-11-06,0.87,0.93,0.82
TI,2020-11-07,0.86,0.91,0.8
TI,2020-11-08,0.85,0.91,0.79
TI,2020-11-09,0.84,0.9,0.78
TI,2020-11-10,0.83,0.89,0.77
TI,2020-11-11,0.82,0.88,0.76
TI,2020-11-12,0.82,0.88,0.76
TI,2020-11-13,0.83,0.89,0.77
TI,2020-11-14,0.85,0.92,0.79
TI,2020-11-15,0.88,0.95,0.81
TI,2020-11-16,0.91,0.98,0.84
TI,2020-11-17,0.93,1.01,0.86
TI,2020-11-18,0.95,1.02,0.88
TI,2020-11-19,0.96,1.04,0.89
TI,2020-11-20,0.98,1.06,0.9
TI,2020-11-21,1,1.07,0.92
TI,2020-11-22,1.01,1.09,0.93
TI,2020-11-23,1.02,1.1,0.94
TI,2020-11-24,1.02,1.1,0.95
TI,2020-11-25,1.03,1.11,0.95
TI,2020-11-26,1.04,1.12,0.97
TI,2020-11-27,1.07,1.15,0.99
TI,2020-11-28,1.09,1.17,1.01
TI,2020-11-29,1.11,1.19,1.03
TI,2020-11-30,1.11,1.19,1.03
TI,2020-12-01,1.09,1.17,1.02
TI,2020-12-02,1.07,1.15,0.99
TI,2020-12-03,1.04,1.12,0.97
TI,2020-12-04,1.02,1.1,0.95
TI,2020-12-05,1.01,1.09,0.94
TI,2020-12-06,1.01,1.08,0.94
TI,2020-12-07,1.01,1.08,0.94
TI,2020-12-08,1,1.08,0.93
TI,2020-12-09,1,1.07,0.93
TI,2020-12-10,1,1.07,0.93
TI,2020-12-11,1,1.08,0.93
TI,2020-12-12,1,1.08,0.93
TI,2020-12-13,1.01,1.08,0.94
UR,2020-03-20,1.16,1.85,0.64
UR,2020-03-21,1.04,1.68,0.55
UR,2020-03-22,0.89,1.48,0.45
UR,2020-03-23,0.75,1.32,0.36
UR,2020-03-24,0.66,1.17,0.29
UR,2020-03-25,0.58,1.07,0.23
UR,2020-03-26,0.53,1.01,0.19
UR,2020-03-27,0.48,0.99,0.16
UR,2020-03-28,0.47,1,0.14
UR,2020-03-29,0.47,1.02,0.12
UR,2020-03-30,0.47,1.06,0.11
UR,2020-03-31,0.46,1.13,0.09
UR,2020-04-01,0.46,1.19,0.08
UR,2020-04-02,0.46,1.25,0.06
UR,2020-04-03,0.46,1.33,0.05
UR,2020-04-04,0.46,1.39,0.04
UR,2020-04-05,0.47,1.48,0.03
UR,2020-04-06,0.46,1.55,0.02
UR,2020-04-07,0.43,1.58,0.01
UR,2020-04-08,0.39,1.6,0
UR,2020-04-09,0.35,1.61,0
UR,2020-04-10,0.32,1.62,0
UR,2020-04-11,0.33,1.74,0
UR,2020-04-12,0.4,2.23,0
UR,2020-04-13,0.61,3.19,0
UR,2020-04-14,1.07,4.44,0.01
UR,2020-04-15,1.63,6.01,0.04
UR,2020-04-16,2.22,7.52,0.12
UR,2020-04-17,2.76,8.26,0.24
UR,2020-04-18,2.94,7.85,0.35
UR,2020-04-19,2.71,6.75,0.45
UR,2020-04-20,2.43,5.8,0.5
UR,2020-04-21,2.2,5.03,0.5
UR,2020-04-22,1.91,4.34,0.47
UR,2020-04-23,1.64,3.72,0.41
UR,2020-04-24,1.38,3.17,0.34
UR,2020-04-25,1.14,2.66,0.25
UR,2020-04-26,0.93,2.26,0.18
UR,2020-04-27,0.75,1.94,0.12
UR,2020-04-28,0.61,1.7,0.08
UR,2020-04-29,0.51,1.54,0.04
UR,2020-04-30,0.42,1.42,0.02
UR,2020-05-01,0.35,1.32,0.01
UR,2020-05-02,0.29,1.3,0
UR,2020-05-03,0.26,1.31,0
UR,2020-05-04,0.24,1.33,0
UR,2020-05-05,0.22,1.39,0
UR,2020-05-06,0.23,1.6,0
UR,2020-05-07,0.26,1.83,0
UR,2020-05-08,0.3,2.07,0
UR,2020-05-09,0.32,2.63,0
UR,2020-05-10,0.4,3.14,0
UR,2020-05-11,0.52,4.31,0
UR,2020-05-12,0.66,5.09,0
UR,2020-05-13,0.77,5.74,0
UR,2020-05-14,0.88,5.99,0
UR,2020-05-15,0.89,5.95,0
UR,2020-05-16,0.83,6.31,0
UR,2020-05-17,0.69,5.74,0
UR,2020-05-18,0.54,4.84,0
UR,2020-05-19,0.39,3.86,0
UR,2020-05-20,0.29,3.17,0
UR,2020-05-21,0.25,2.85,0
UR,2020-05-22,0.26,3,0
UR,2020-05-23,0.32,3.61,0
UR,2020-05-24,0.4,4.54,0
UR,2020-05-25,0.5,5.7,0
UR,2020-05-26,0.61,6.97,0
UR,2020-05-27,0.72,8.2,0
UR,2020-05-28,0.81,9.25,0
UR,2020-05-29,0.88,10.05,0
UR,2020-05-30,0.93,10.6,0
UR,2020-05-31,0.96,10.95,0
UR,2020-06-01,0.97,11.16,0
UR,2020-06-02,0.99,11.29,0
UR,2020-06-03,0.99,11.36,0
UR,2020-06-04,1,11.4,0
UR,2020-06-05,1,11.42,0
UR,2020-06-06,1,11.44,0
UR,2020-06-07,1,11.46,0
UR,2020-06-08,1.01,11.51,0
UR,2020-06-09,1.04,11.92,0
UR,2020-06-10,1.26,14.3,0
UR,2020-06-11,1.96,20.44,0
UR,2020-06-12,3.3,28.74,0
UR,2020-06-13,5.16,35.31,0
UR,2020-06-14,6.64,34.44,0
UR,2020-06-15,6.72,29.54,0.04
UR,2020-06-16,6.12,22.28,0.14
UR,2020-06-17,5.21,16.29,0.3
UR,2020-06-18,4.32,12.23,0.46
UR,2020-06-19,3.64,9.6,0.53
UR,2020-06-20,3.03,7.46,0.56
UR,2020-06-21,2.48,5.8,0.52
UR,2020-06-22,2.08,4.69,0.47
UR,2020-06-23,1.74,3.94,0.43
UR,2020-06-24,1.5,3.39,0.37
UR,2020-06-25,1.3,2.98,0.31
UR,2020-06-26,1.14,2.64,0.27
UR,2020-06-27,1,2.37,0.23
UR,2020-06-28,0.87,2.14,0.19
UR,2020-06-29,0.78,1.96,0.14
UR,2020-06-30,0.71,1.88,0.12
UR,2020-07-01,0.68,1.85,0.1
UR,2020-07-02,0.65,1.85,0.08
UR,2020-07-03,0.64,1.87,0.07
UR,2020-07-04,0.67,1.98,0.06
UR,2020-07-05,0.69,2.08,0.06
UR,2020-07-06,0.72,2.15,0.05
UR,2020-07-07,0.74,2.26,0.05
UR,2020-07-08,0.74,2.36,0.05
UR,2020-07-09,0.72,2.47,0.04
UR,2020-07-10,0.75,2.58,0.03
UR,2020-07-11,0.77,2.59,0.03
UR,2020-07-12,0.77,2.61,0.03
UR,2020-07-13,0.74,2.68,0.02
UR,2020-07-14,0.72,2.66,0.01
UR,2020-07-15,0.74,2.77,0.01
UR,2020-07-16,0.79,2.98,0.01
UR,2020-07-17,0.86,3.17,0.02
UR,2020-07-18,0.94,3.6,0.03
UR,2020-07-19,1.09,3.95,0.03
UR,2020-07-20,1.2,4.12,0.04
UR,2020-07-21,1.23,4.02,0.05
UR,2020-07-22,1.18,3.98,0.05
UR,2020-07-23,1.12,3.78,0.04
UR,2020-07-24,1.04,3.61,0.04
UR,2020-07-25,0.97,3.42,0.03
UR,2020-07-26,0.94,3.35,0.03
UR,2020-07-27,0.98,3.44,0.04
UR,2020-07-28,1.13,3.76,0.06
UR,2020-07-29,1.28,4.12,0.09
UR,2020-07-30,1.54,4.43,0.15
UR,2020-07-31,1.69,4.59,0.23
UR,2020-08-01,1.8,4.65,0.29
UR,2020-08-02,1.86,4.62,0.35
UR,2020-08-03,1.86,4.45,0.41
UR,2020-08-04,1.79,4.12,0.46
UR,2020-08-05,1.72,3.78,0.47
UR,2020-08-06,1.62,3.56,0.46
UR,2020-08-07,1.51,3.19,0.44
UR,2020-08-08,1.33,2.85,0.39
UR,2020-08-09,1.16,2.52,0.31
UR,2020-08-10,1,2.18,0.25
UR,2020-08-11,0.85,1.95,0.2
UR,2020-08-12,0.75,1.76,0.15
UR,2020-08-13,0.65,1.66,0.11
UR,2020-08-14,0.58,1.56,0.08
UR,2020-08-15,0.55,1.56,0.06
UR,2020-08-16,0.53,1.6,0.04
UR,2020-08-17,0.52,1.65,0.03
UR,2020-08-18,0.52,1.69,0.02
UR,2020-08-19,0.52,1.79,0.02
UR,2020-08-20,0.53,1.87,0.01
UR,2020-08-21,0.56,1.97,0.01
UR,2020-08-22,0.57,2.16,0.01
UR,2020-08-23,0.59,2.39,0.01
UR,2020-08-24,0.63,2.57,0
UR,2020-08-25,0.65,2.65,0
UR,2020-08-26,0.64,2.72,0
UR,2020-08-27,0.6,2.66,0
UR,2020-08-28,0.52,2.6,0
UR,2020-08-29,0.48,2.55,0
UR,2020-08-30,0.44,2.49,0
UR,2020-08-31,0.42,2.52,0
UR,2020-09-01,0.4,2.75,0
UR,2020-09-02,0.4,2.82,0
UR,2020-09-03,0.39,3.34,0
UR,2020-09-04,0.44,3.91,0
UR,2020-09-05,0.63,5.43,0
UR,2020-09-06,1.05,7.49,0
UR,2020-09-07,1.7,10.22,0
UR,2020-09-08,2.45,12.44,0
UR,2020-09-09,2.86,12.63,0
UR,2020-09-10,2.76,11.78,0.02
UR,2020-09-11,2.66,10.38,0.04
UR,2020-09-12,2.38,8.35,0.05
UR,2020-09-13,1.99,7.06,0.05
UR,2020-09-14,1.69,6.01,0.04
UR,2020-09-15,1.52,5.65,0.05
UR,2020-09-16,1.52,5.04,0.07
UR,2020-09-17,1.53,4.82,0.09
UR,2020-09-18,1.64,4.83,0.13
UR,2020-09-19,1.79,4.84,0.2
UR,2020-09-20,1.92,5.14,0.29
UR,2020-09-21,2.19,5.17,0.42
UR,2020-09-22,2.39,5.26,0.6
UR,2020-09-23,2.55,5.27,0.81
UR,2020-09-24,2.63,5.19,1
UR,2020-09-25,2.64,4.94,1.12
UR,2020-09-26,2.57,4.45,1.18
UR,2020-09-27,2.33,4,1.15
UR,2020-09-28,2.05,3.39,1.03
UR,2020-09-29,1.76,2.9,0.91
UR,2020-09-30,1.54,2.52,0.8
UR,2020-10-01,1.41,2.27,0.75
UR,2020-10-02,1.33,2.13,0.72
UR,2020-10-03,1.32,2.05,0.74
UR,2020-10-04,1.33,2.06,0.76
UR,2020-10-05,1.38,2.09,0.8
UR,2020-10-06,1.41,2.11,0.85
UR,2020-10-07,1.43,2.12,0.88
UR,2020-10-08,1.45,2.12,0.92
UR,2020-10-09,1.49,2.14,0.96
UR,2020-10-10,1.56,2.2,1.03
UR,2020-10-11,1.61,2.22,1.1
UR,2020-10-12,1.64,2.22,1.14
UR,2020-10-13,1.63,2.18,1.16
UR,2020-10-14,1.6,2.12,1.15
UR,2020-10-15,1.56,2.04,1.14
UR,2020-10-16,1.51,1.96,1.12
UR,2020-10-17,1.44,1.86,1.08
UR,2020-10-18,1.37,1.75,1.03
UR,2020-10-19,1.3,1.65,0.98
UR,2020-10-20,1.23,1.57,0.94
UR,2020-10-21,1.18,1.5,0.89
UR,2020-10-22,1.12,1.43,0.85
UR,2020-10-23,1.07,1.37,0.81
UR,2020-10-24,1.03,1.32,0.78
UR,2020-10-25,0.98,1.25,0.73
UR,2020-10-26,0.91,1.18,0.69
UR,2020-10-27,0.86,1.12,0.64
UR,2020-10-28,0.81,1.07,0.6
UR,2020-10-29,0.79,1.05,0.57
UR,2020-10-30,0.79,1.05,0.57
UR,2020-10-31,0.82,1.09,0.59
UR,2020-11-01,0.88,1.16,0.63
UR,2020-11-02,0.96,1.26,0.7
UR,2020-11-03,1.04,1.36,0.76
UR,2020-11-04,1.12,1.45,0.83
UR,2020-11-05,1.17,1.52,0.87
UR,2020-11-06,1.21,1.55,0.91
UR,2020-11-07,1.23,1.57,0.93
UR,2020-11-08,1.23,1.57,0.94
UR,2020-11-09,1.21,1.53,0.93
UR,2020-11-10,1.18,1.48,0.9
UR,2020-11-11,1.11,1.41,0.86
UR,2020-11-12,1.05,1.33,0.8
UR,2020-11-13,0.97,1.24,0.74
UR,2020-11-14,0.9,1.15,0.67
UR,2020-11-15,0.83,1.08,0.61
UR,2020-11-16,0.77,1.01,0.56
UR,2020-11-17,0.73,0.97,0.52
UR,2020-11-18,0.7,0.94,0.5
UR,2020-11-19,0.7,0.95,0.49
UR,2020-11-20,0.72,0.98,0.5
UR,2020-11-21,0.75,1.03,0.52
UR,2020-11-22,0.81,1.11,0.55
UR,2020-11-23,0.87,1.18,0.6
UR,2020-11-24,0.93,1.26,0.64
UR,2020-11-25,0.98,1.33,0.69
UR,2020-11-26,1.04,1.4,0.73
UR,2020-11-27,1.08,1.46,0.77
UR,2020-11-28,1.13,1.51,0.8
UR,2020-11-29,1.16,1.54,0.83
UR,2020-11-30,1.16,1.54,0.84
UR,2020-12-01,1.15,1.53,0.84
UR,2020-12-02,1.13,1.5,0.82
UR,2020-12-03,1.11,1.46,0.81
UR,2020-12-04,1.09,1.44,0.79
UR,2020-12-05,1.07,1.41,0.77
UR,2020-12-06,1.04,1.37,0.76
UR,2020-12-07,1.02,1.34,0.74
UR,2020-12-08,1,1.32,0.73
UR,2020-12-09,0.98,1.3,0.71
UR,2020-12-10,0.97,1.28,0.7
UR,2020-12-11,0.95,1.26,0.68
UR,2020-12-12,0.94,1.25,0.67
UR,2020-12-13,0.93,1.24,0.66
VD,2020-02-18,1.45,3.26,0.37
VD,2020-02-19,1.55,3.3,0.46
VD,2020-02-20,1.6,3.32,0.51
VD,2020-02-21,2.42,4.37,1.05
VD,2020-02-22,3.29,5.54,1.67
VD,2020-02-23,4.08,6.25,2.42
VD,2020-02-24,4.24,6,2.78
VD,2020-02-25,3.95,5.37,2.78
VD,2020-02-26,3.93,5.23,2.85
VD,2020-02-27,3.88,4.9,2.97
VD,2020-02-28,3.67,4.48,2.94
VD,2020-02-29,3.48,4.16,2.87
VD,2020-03-01,3.29,3.85,2.77
VD,2020-03-02,3.11,3.57,2.69
VD,2020-03-03,2.96,3.35,2.59
VD,2020-03-04,2.76,3.09,2.45
VD,2020-03-05,2.57,2.85,2.3
VD,2020-03-06,2.37,2.61,2.14
VD,2020-03-07,2.15,2.34,1.95
VD,2020-03-08,1.92,2.09,1.76
VD,2020-03-09,1.72,1.87,1.58
VD,2020-03-10,1.55,1.68,1.42
VD,2020-03-11,1.43,1.55,1.31
VD,2020-03-12,1.34,1.45,1.23
VD,2020-03-13,1.27,1.37,1.17
VD,2020-03-14,1.21,1.31,1.12
VD,2020-03-15,1.16,1.25,1.07
VD,2020-03-16,1.11,1.19,1.02
VD,2020-03-17,1.05,1.13,0.97
VD,2020-03-18,1,1.08,0.92
VD,2020-03-19,0.95,1.03,0.87
VD,2020-03-20,0.91,0.98,0.83
VD,2020-03-21,0.87,0.94,0.8
VD,2020-03-22,0.84,0.91,0.77
VD,2020-03-23,0.8,0.87,0.73
VD,2020-03-24,0.74,0.82,0.68
VD,2020-03-25,0.7,0.77,0.63
VD,2020-03-26,0.65,0.73,0.59
VD,2020-03-27,0.63,0.7,0.56
VD,2020-03-28,0.62,0.69,0.55
VD,2020-03-29,0.62,0.7,0.54
VD,2020-03-30,0.62,0.7,0.54
VD,2020-03-31,0.62,0.7,0.54
VD,2020-04-01,0.62,0.71,0.54
VD,2020-04-02,0.63,0.72,0.54
VD,2020-04-03,0.63,0.73,0.54
VD,2020-04-04,0.64,0.74,0.54
VD,2020-04-05,0.64,0.75,0.54
VD,2020-04-06,0.65,0.76,0.54
VD,2020-04-07,0.65,0.77,0.54
VD,2020-04-08,0.65,0.77,0.53
VD,2020-04-09,0.64,0.78,0.52
VD,2020-04-10,0.64,0.78,0.51
VD,2020-04-11,0.64,0.79,0.5
VD,2020-04-12,0.65,0.8,0.51
VD,2020-04-13,0.66,0.83,0.51
VD,2020-04-14,0.67,0.85,0.52
VD,2020-04-15,0.68,0.86,0.52
VD,2020-04-16,0.69,0.88,0.52
VD,2020-04-17,0.71,0.91,0.53
VD,2020-04-18,0.73,0.95,0.54
VD,2020-04-19,0.76,0.99,0.56
VD,2020-04-20,0.78,1.02,0.57
VD,2020-04-21,0.79,1.04,0.58
VD,2020-04-22,0.78,1.03,0.57
VD,2020-04-23,0.77,1.02,0.55
VD,2020-04-24,0.75,1.01,0.54
VD,2020-04-25,0.75,1.01,0.52
VD,2020-04-26,0.74,1.02,0.51
VD,2020-04-27,0.74,1.02,0.51
VD,2020-04-28,0.73,1.02,0.49
VD,2020-04-29,0.72,1.01,0.48
VD,2020-04-30,0.7,1,0.45
VD,2020-05-01,0.7,1,0.44
VD,2020-05-02,0.69,1,0.43
VD,2020-05-03,0.68,1.01,0.41
VD,2020-05-04,0.68,1.02,0.4
VD,2020-05-05,0.66,1.02,0.38
VD,2020-05-06,0.64,1.01,0.36
VD,2020-05-07,0.61,0.99,0.33
