region,date,median_R_mean,median_R_highHPD,median_R_lowHPD
VD,2020-05-08,0.6,0.99,0.31
VD,2020-05-09,0.6,1.01,0.3
VD,2020-05-10,0.61,1.05,0.29
VD,2020-05-11,0.63,1.1,0.3
VD,2020-05-12,0.66,1.18,0.3
VD,2020-05-13,0.69,1.21,0.3
VD,2020-05-14,0.7,1.27,0.3
VD,2020-05-15,0.72,1.31,0.31
VD,2020-05-16,0.75,1.4,0.31
VD,2020-05-17,0.79,1.47,0.32
VD,2020-05-18,0.83,1.55,0.33
VD,2020-05-19,0.84,1.58,0.33
VD,2020-05-20,0.84,1.58,0.32
VD,2020-05-21,0.84,1.58,0.32
VD,2020-05-22,0.83,1.6,0.3
VD,2020-05-23,0.83,1.63,0.31
VD,2020-05-24,0.86,1.69,0.31
VD,2020-05-25,0.89,1.76,0.32
VD,2020-05-26,0.95,1.87,0.35
VD,2020-05-27,1.03,1.99,0.37
VD,2020-05-28,1.09,2.07,0.43
VD,2020-05-29,1.17,2.16,0.46
VD,2020-05-30,1.22,2.26,0.51
VD,2020-05-31,1.28,2.32,0.56
VD,2020-06-01,1.31,2.34,0.58
VD,2020-06-02,1.32,2.29,0.61
VD,2020-06-03,1.3,2.25,0.61
VD,2020-06-04,1.27,2.18,0.61
VD,2020-06-05,1.25,2.12,0.62
VD,2020-06-06,1.25,2.08,0.61
VD,2020-06-07,1.24,2.05,0.62
VD,2020-06-08,1.23,2.02,0.62
VD,2020-06-09,1.25,2.02,0.64
VD,2020-06-10,1.25,2.01,0.67
VD,2020-06-11,1.3,2.03,0.71
VD,2020-06-12,1.31,2.06,0.74
VD,2020-06-13,1.35,2.08,0.78
VD,2020-06-14,1.36,2.07,0.8
VD,2020-06-15,1.36,2.04,0.82
VD,2020-06-16,1.36,2.03,0.83
VD,2020-06-17,1.38,2.02,0.86
VD,2020-06-18,1.41,2.03,0.89
VD,2020-06-19,1.44,2.05,0.93
VD,2020-06-20,1.45,2.05,0.96
VD,2020-06-21,1.43,1.99,0.97
VD,2020-06-22,1.39,1.91,0.94
VD,2020-06-23,1.33,1.82,0.91
VD,2020-06-24,1.28,1.74,0.88
VD,2020-06-25,1.24,1.68,0.87
VD,2020-06-26,1.21,1.63,0.85
VD,2020-06-27,1.19,1.61,0.84
VD,2020-06-28,1.17,1.57,0.83
VD,2020-06-29,1.14,1.53,0.81
VD,2020-06-30,1.11,1.49,0.79
VD,2020-07-01,1.09,1.47,0.78
VD,2020-07-02,1.09,1.45,0.77
VD,2020-07-03,1.09,1.46,0.78
VD,2020-07-04,1.1,1.46,0.79
VD,2020-07-05,1.1,1.45,0.8
VD,2020-07-06,1.09,1.43,0.79
VD,2020-07-07,1.06,1.4,0.77
VD,2020-07-08,1.02,1.35,0.73
VD,2020-07-09,0.98,1.3,0.7
VD,2020-07-10,0.95,1.26,0.67
VD,2020-07-11,0.92,1.23,0.66
VD,2020-07-12,0.92,1.22,0.65
VD,2020-07-13,0.92,1.23,0.65
VD,2020-07-14,0.94,1.26,0.66
VD,2020-07-15,0.98,1.3,0.69
VD,2020-07-16,1.05,1.39,0.75
VD,2020-07-17,1.14,1.5,0.83
VD,2020-07-18,1.25,1.62,0.92
VD,2020-07-19,1.32,1.7,0.99
VD,2020-07-20,1.37,1.75,1.03
VD,2020-07-21,1.37,1.74,1.04
VD,2020-07-22,1.34,1.69,1.03
VD,2020-07-23,1.29,1.62,1
VD,2020-07-24,1.22,1.54,0.95
VD,2020-07-25,1.17,1.46,0.9
VD,2020-07-26,1.1,1.38,0.85
VD,2020-07-27,1.03,1.3,0.79
VD,2020-07-28,0.98,1.23,0.75
VD,2020-07-29,0.94,1.19,0.72
VD,2020-07-30,0.92,1.17,0.71
VD,2020-07-31,0.93,1.19,0.71
VD,2020-08-01,0.97,1.23,0.74
VD,2020-08-02,1.01,1.29,0.78
VD,2020-08-03,1.07,1.35,0.82
VD,2020-08-04,1.14,1.42,0.88
VD,2020-08-05,1.19,1.48,0.94
VD,2020-08-06,1.26,1.55,1
VD,2020-08-07,1.34,1.64,1.07
VD,2020-08-08,1.42,1.72,1.15
VD,2020-08-09,1.48,1.78,1.22
VD,2020-08-10,1.5,1.78,1.24
VD,2020-08-11,1.5,1.78,1.25
VD,2020-08-12,1.46,1.72,1.23
VD,2020-08-13,1.42,1.66,1.2
VD,2020-08-14,1.4,1.63,1.19
VD,2020-08-15,1.38,1.59,1.18
VD,2020-08-16,1.35,1.55,1.16
VD,2020-08-17,1.32,1.52,1.14
VD,2020-08-18,1.29,1.48,1.11
VD,2020-08-19,1.26,1.44,1.09
VD,2020-08-20,1.24,1.42,1.07
VD,2020-08-21,1.24,1.41,1.08
VD,2020-08-22,1.25,1.41,1.09
VD,2020-08-23,1.26,1.43,1.11
VD,2020-08-24,1.28,1.44,1.13
VD,2020-08-25,1.29,1.44,1.14
VD,2020-08-26,1.29,1.44,1.15
VD,2020-08-27,1.3,1.45,1.16
VD,2020-08-28,1.31,1.46,1.17
VD,2020-08-29,1.33,1.47,1.19
VD,2020-08-30,1.33,1.47,1.2
VD,2020-08-31,1.31,1.44,1.18
VD,2020-09-01,1.28,1.4,1.15
VD,2020-09-02,1.24,1.36,1.12
VD,2020-09-03,1.2,1.32,1.09
VD,2020-09-04,1.16,1.27,1.05
VD,2020-09-05,1.12,1.23,1.02
VD,2020-09-06,1.08,1.18,0.98
VD,2020-09-07,1.04,1.14,0.94
VD,2020-09-08,1,1.09,0.9
VD,2020-09-09,0.95,1.04,0.86
VD,2020-09-10,0.9,1,0.81
VD,2020-09-11,0.86,0.96,0.78
VD,2020-09-12,0.84,0.93,0.75
VD,2020-09-13,0.81,0.9,0.72
VD,2020-09-14,0.79,0.88,0.7
VD,2020-09-15,0.77,0.86,0.68
VD,2020-09-16,0.75,0.85,0.67
VD,2020-09-17,0.75,0.85,0.66
VD,2020-09-18,0.76,0.86,0.67
VD,2020-09-19,0.79,0.89,0.69
VD,2020-09-20,0.84,0.95,0.73
VD,2020-09-21,0.89,1.01,0.78
VD,2020-09-22,0.96,1.08,0.85
VD,2020-09-23,1.03,1.16,0.91
VD,2020-09-24,1.11,1.25,0.98
VD,2020-09-25,1.2,1.35,1.07
VD,2020-09-26,1.31,1.45,1.17
VD,2020-09-27,1.4,1.55,1.26
VD,2020-09-28,1.47,1.62,1.33
VD,2020-09-29,1.52,1.67,1.39
VD,2020-09-30,1.55,1.69,1.42
VD,2020-10-01,1.57,1.71,1.44
VD,2020-10-02,1.58,1.7,1.45
VD,2020-10-03,1.58,1.7,1.46
VD,2020-10-04,1.58,1.7,1.47
VD,2020-10-05,1.57,1.68,1.46
VD,2020-10-06,1.56,1.66,1.46
VD,2020-10-07,1.56,1.66,1.46
VD,2020-10-08,1.57,1.67,1.48
VD,2020-10-09,1.6,1.7,1.52
VD,2020-10-10,1.64,1.72,1.55
VD,2020-10-11,1.65,1.74,1.57
VD,2020-10-12,1.64,1.72,1.57
VD,2020-10-13,1.61,1.69,1.54
VD,2020-10-14,1.58,1.65,1.51
VD,2020-10-15,1.54,1.6,1.48
VD,2020-10-16,1.51,1.57,1.45
VD,2020-10-17,1.48,1.54,1.42
VD,2020-10-18,1.45,1.5,1.39
VD,2020-10-19,1.4,1.45,1.35
VD,2020-10-20,1.34,1.38,1.29
VD,2020-10-21,1.29,1.33,1.24
VD,2020-10-22,1.25,1.29,1.2
VD,2020-10-23,1.21,1.26,1.17
VD,2020-10-24,1.19,1.23,1.15
VD,2020-10-25,1.15,1.19,1.11
VD,2020-10-26,1.11,1.15,1.07
VD,2020-10-27,1.07,1.1,1.03
VD,2020-10-28,1.04,1.08,1.01
VD,2020-10-29,1.04,1.07,1
VD,2020-10-30,1.05,1.08,1.01
VD,2020-10-31,1.06,1.1,1.03
VD,2020-11-01,1.06,1.09,1.03
VD,2020-11-02,1.03,1.06,0.99
VD,2020-11-03,0.97,1,0.93
VD,2020-11-04,0.9,0.93,0.87
VD,2020-11-05,0.82,0.85,0.79
VD,2020-11-06,0.76,0.79,0.73
VD,2020-11-07,0.72,0.75,0.69
VD,2020-11-08,0.69,0.71,0.66
VD,2020-11-09,0.66,0.69,0.63
VD,2020-11-10,0.65,0.67,0.62
VD,2020-11-11,0.63,0.66,0.6
VD,2020-11-12,0.62,0.65,0.59
VD,2020-11-13,0.62,0.65,0.59
VD,2020-11-14,0.63,0.67,0.6
VD,2020-11-15,0.66,0.7,0.62
VD,2020-11-16,0.68,0.72,0.65
VD,2020-11-17,0.71,0.75,0.67
VD,2020-11-18,0.72,0.77,0.68
VD,2020-11-19,0.74,0.78,0.69
VD,2020-11-20,0.76,0.81,0.71
VD,2020-11-21,0.79,0.84,0.74
VD,2020-11-22,0.83,0.88,0.78
VD,2020-11-23,0.86,0.92,0.81
VD,2020-11-24,0.89,0.95,0.83
VD,2020-11-25,0.91,0.97,0.85
VD,2020-11-26,0.93,1,0.87
VD,2020-11-27,0.96,1.02,0.9
VD,2020-11-28,0.99,1.05,0.92
VD,2020-11-29,1,1.07,0.94
VD,2020-11-30,1,1.06,0.94
VD,2020-12-01,0.98,1.05,0.92
VD,2020-12-02,0.96,1.02,0.89
VD,2020-12-03,0.91,0.98,0.85
VD,2020-12-04,0.88,0.94,0.82
VD,2020-12-05,0.86,0.92,0.8
VD,2020-12-06,0.85,0.91,0.79
VD,2020-12-07,0.86,0.92,0.8
VD,2020-12-08,0.87,0.94,0.81
VD,2020-12-09,0.89,0.95,0.82
VD,2020-12-10,0.91,0.98,0.85
VD,2020-12-11,0.94,1.01,0.87
VD,2020-12-12,0.97,1.04,0.9
VD,2020-12-13,0.99,1.06,0.92
VS,2020-03-01,3.94,5.73,2.58
VS,2020-03-02,3.83,5.12,2.62
VS,2020-03-03,3.52,4.65,2.58
VS,2020-03-04,3.31,4.22,2.51
VS,2020-03-05,3.06,3.81,2.39
VS,2020-03-06,2.84,3.49,2.26
VS,2020-03-07,2.6,3.13,2.13
VS,2020-03-08,2.36,2.8,1.96
VS,2020-03-09,2.15,2.53,1.8
VS,2020-03-10,1.96,2.28,1.66
VS,2020-03-11,1.8,2.08,1.53
VS,2020-03-12,1.67,1.92,1.43
VS,2020-03-13,1.56,1.79,1.35
VS,2020-03-14,1.47,1.69,1.28
VS,2020-03-15,1.39,1.58,1.21
VS,2020-03-16,1.31,1.49,1.14
VS,2020-03-17,1.23,1.4,1.08
VS,2020-03-18,1.15,1.31,1.01
VS,2020-03-19,1.09,1.24,0.95
VS,2020-03-20,1.02,1.17,0.89
VS,2020-03-21,0.98,1.12,0.85
VS,2020-03-22,0.92,1.06,0.8
VS,2020-03-23,0.87,1,0.75
VS,2020-03-24,0.82,0.95,0.7
VS,2020-03-25,0.78,0.9,0.66
VS,2020-03-26,0.74,0.86,0.62
VS,2020-03-27,0.72,0.84,0.6
VS,2020-03-28,0.7,0.83,0.58
VS,2020-03-29,0.69,0.83,0.57
VS,2020-03-30,0.69,0.82,0.57
VS,2020-03-31,0.68,0.82,0.55
VS,2020-04-01,0.67,0.81,0.54
VS,2020-04-02,0.66,0.81,0.52
VS,2020-04-03,0.65,0.8,0.51
VS,2020-04-04,0.64,0.8,0.5
VS,2020-04-05,0.64,0.81,0.49
VS,2020-04-06,0.63,0.81,0.48
VS,2020-04-07,0.63,0.81,0.46
VS,2020-04-08,0.62,0.81,0.45
VS,2020-04-09,0.61,0.81,0.44
VS,2020-04-10,0.61,0.82,0.43
VS,2020-04-11,0.62,0.84,0.43
VS,2020-04-12,0.63,0.86,0.43
VS,2020-04-13,0.65,0.9,0.44
VS,2020-04-14,0.68,0.95,0.46
VS,2020-04-15,0.71,0.99,0.47
VS,2020-04-16,0.73,1.03,0.48
VS,2020-04-17,0.75,1.07,0.49
VS,2020-04-18,0.76,1.1,0.49
VS,2020-04-19,0.77,1.12,0.49
VS,2020-04-20,0.77,1.13,0.48
VS,2020-04-21,0.76,1.12,0.47
VS,2020-04-22,0.74,1.12,0.45
VS,2020-04-23,0.72,1.1,0.42
VS,2020-04-24,0.7,1.08,0.4
VS,2020-04-25,0.67,1.06,0.37
VS,2020-04-26,0.63,1.04,0.34
VS,2020-04-27,0.61,1.02,0.3
VS,2020-04-28,0.58,1,0.27
VS,2020-04-29,0.55,0.98,0.24
VS,2020-04-30,0.53,0.97,0.22
VS,2020-05-01,0.53,1.01,0.21
VS,2020-05-02,0.56,1.09,0.21
VS,2020-05-03,0.62,1.21,0.23
VS,2020-05-04,0.7,1.35,0.26
VS,2020-05-05,0.78,1.5,0.28
VS,2020-05-06,0.83,1.61,0.3
VS,2020-05-07,0.83,1.67,0.32
VS,2020-05-08,0.84,1.69,0.3
VS,2020-05-09,0.82,1.69,0.28
VS,2020-05-10,0.8,1.66,0.25
VS,2020-05-11,0.77,1.63,0.23
VS,2020-05-12,0.73,1.6,0.21
VS,2020-05-13,0.71,1.58,0.19
VS,2020-05-14,0.69,1.57,0.17
VS,2020-05-15,0.65,1.56,0.15
VS,2020-05-16,0.62,1.52,0.12
VS,2020-05-17,0.59,1.51,0.09
VS,2020-05-18,0.6,1.59,0.09
VS,2020-05-19,0.66,1.72,0.1
VS,2020-05-20,0.76,1.98,0.11
VS,2020-05-21,0.91,2.33,0.16
VS,2020-05-22,1.08,2.64,0.22
VS,2020-05-23,1.28,3,0.28
VS,2020-05-24,1.4,3.23,0.35
VS,2020-05-25,1.48,3.25,0.39
VS,2020-05-26,1.48,3.1,0.43
VS,2020-05-27,1.46,3.07,0.45
VS,2020-05-28,1.45,3,0.5
VS,2020-05-29,1.47,2.93,0.52
VS,2020-05-30,1.48,2.9,0.57
VS,2020-05-31,1.51,2.85,0.61
VS,2020-06-01,1.51,2.8,0.63
VS,2020-06-02,1.47,2.66,0.63
VS,2020-06-03,1.39,2.55,0.61
VS,2020-06-04,1.34,2.37,0.59
VS,2020-06-05,1.27,2.22,0.56
VS,2020-06-06,1.21,2.11,0.55
VS,2020-06-07,1.18,2.07,0.54
VS,2020-06-08,1.19,2.05,0.55
VS,2020-06-09,1.2,2.06,0.58
VS,2020-06-10,1.22,2.05,0.61
VS,2020-06-11,1.27,2.1,0.64
VS,2020-06-12,1.31,2.13,0.67
VS,2020-06-13,1.34,2.12,0.73
VS,2020-06-14,1.34,2.15,0.75
VS,2020-06-15,1.34,2.11,0.75
VS,2020-06-16,1.31,2.03,0.75
VS,2020-06-17,1.24,1.95,0.71
VS,2020-06-18,1.19,1.84,0.68
VS,2020-06-19,1.12,1.73,0.63
VS,2020-06-20,1.04,1.63,0.59
VS,2020-06-21,0.97,1.52,0.55
VS,2020-06-22,0.91,1.44,0.5
VS,2020-06-23,0.85,1.37,0.46
VS,2020-06-24,0.79,1.31,0.41
VS,2020-06-25,0.75,1.25,0.37
VS,2020-06-26,0.71,1.22,0.34
VS,2020-06-27,0.69,1.2,0.32
VS,2020-06-28,0.7,1.24,0.31
VS,2020-06-29,0.73,1.3,0.32
VS,2020-06-30,0.78,1.38,0.34
VS,2020-07-01,0.83,1.48,0.36
VS,2020-07-02,0.87,1.56,0.38
VS,2020-07-03,0.92,1.62,0.39
VS,2020-07-04,0.92,1.65,0.4
VS,2020-07-05,0.91,1.66,0.4
VS,2020-07-06,0.91,1.64,0.39
VS,2020-07-07,0.91,1.64,0.38
VS,2020-07-08,0.89,1.62,0.36
VS,2020-07-09,0.89,1.64,0.36
VS,2020-07-10,0.87,1.64,0.34
VS,2020-07-11,0.86,1.63,0.33
VS,2020-07-12,0.82,1.61,0.32
VS,2020-07-13,0.81,1.59,0.3
VS,2020-07-14,0.83,1.63,0.31
VS,2020-07-15,0.9,1.72,0.33
VS,2020-07-16,0.99,1.89,0.39
VS,2020-07-17,1.12,2.08,0.46
VS,2020-07-18,1.26,2.29,0.54
VS,2020-07-19,1.37,2.42,0.62
VS,2020-07-20,1.47,2.5,0.68
VS,2020-07-21,1.47,2.5,0.72
VS,2020-07-22,1.46,2.43,0.73
VS,2020-07-23,1.42,2.32,0.73
VS,2020-07-24,1.38,2.21,0.72
VS,2020-07-25,1.33,2.16,0.71
VS,2020-07-26,1.31,2.08,0.71
VS,2020-07-27,1.27,2.01,0.7
VS,2020-07-28,1.24,1.93,0.7
VS,2020-07-29,1.21,1.89,0.69
VS,2020-07-30,1.2,1.87,0.68
VS,2020-07-31,1.2,1.85,0.68
VS,2020-08-01,1.2,1.83,0.7
VS,2020-08-02,1.21,1.83,0.72
VS,2020-08-03,1.22,1.84,0.73
VS,2020-08-04,1.21,1.82,0.73
VS,2020-08-05,1.21,1.79,0.73
VS,2020-08-06,1.19,1.75,0.73
VS,2020-08-07,1.18,1.72,0.73
VS,2020-08-08,1.15,1.7,0.72
VS,2020-08-09,1.14,1.66,0.72
VS,2020-08-10,1.14,1.65,0.72
VS,2020-08-11,1.14,1.64,0.73
VS,2020-08-12,1.14,1.63,0.74
VS,2020-08-13,1.16,1.65,0.75
VS,2020-08-14,1.19,1.68,0.78
VS,2020-08-15,1.21,1.69,0.81
VS,2020-08-16,1.21,1.69,0.82
VS,2020-08-17,1.2,1.67,0.81
VS,2020-08-18,1.17,1.62,0.79
VS,2020-08-19,1.13,1.56,0.76
VS,2020-08-20,1.08,1.5,0.73
VS,2020-08-21,1.04,1.45,0.71
VS,2020-08-22,1.02,1.42,0.69
VS,2020-08-23,1,1.39,0.68
VS,2020-08-24,0.99,1.37,0.67
VS,2020-08-25,0.98,1.36,0.66
VS,2020-08-26,0.97,1.35,0.65
VS,2020-08-27,0.95,1.33,0.64
VS,2020-08-28,0.95,1.32,0.64
VS,2020-08-29,0.95,1.33,0.64
VS,2020-08-30,0.98,1.36,0.65
VS,2020-08-31,1,1.39,0.67
VS,2020-09-01,1.01,1.41,0.69
VS,2020-09-02,1.04,1.44,0.71
VS,2020-09-03,1.07,1.48,0.72
VS,2020-09-04,1.1,1.51,0.75
VS,2020-09-05,1.14,1.55,0.78
VS,2020-09-06,1.16,1.57,0.81
VS,2020-09-07,1.18,1.59,0.83
VS,2020-09-08,1.19,1.6,0.84
VS,2020-09-09,1.19,1.59,0.85
VS,2020-09-10,1.17,1.56,0.84
VS,2020-09-11,1.14,1.51,0.82
VS,2020-09-12,1.1,1.47,0.79
VS,2020-09-13,1.07,1.42,0.76
VS,2020-09-14,1.03,1.38,0.73
VS,2020-09-15,0.99,1.33,0.7
VS,2020-09-16,0.96,1.29,0.68
VS,2020-09-17,0.94,1.27,0.67
VS,2020-09-18,0.94,1.27,0.66
VS,2020-09-19,0.97,1.3,0.68
VS,2020-09-20,1.03,1.37,0.73
VS,2020-09-21,1.1,1.45,0.8
VS,2020-09-22,1.21,1.57,0.88
VS,2020-09-23,1.34,1.73,1
VS,2020-09-24,1.54,1.94,1.18
VS,2020-09-25,1.75,2.17,1.38
VS,2020-09-26,1.96,2.39,1.58
VS,2020-09-27,2.15,2.56,1.77
VS,2020-09-28,2.28,2.68,1.92
VS,2020-09-29,2.38,2.75,2.04
VS,2020-09-30,2.46,2.8,2.14
VS,2020-10-01,2.52,2.83,2.23
VS,2020-10-02,2.54,2.82,2.27
VS,2020-10-03,2.5,2.75,2.27
VS,2020-10-04,2.42,2.64,2.21
VS,2020-10-05,2.32,2.51,2.13
VS,2020-10-06,2.19,2.36,2.03
VS,2020-10-07,2.08,2.23,1.94
VS,2020-10-08,2,2.13,1.87
VS,2020-10-09,1.93,2.05,1.82
VS,2020-10-10,1.87,1.98,1.76
VS,2020-10-11,1.8,1.89,1.7
VS,2020-10-12,1.71,1.8,1.63
VS,2020-10-13,1.63,1.71,1.55
VS,2020-10-14,1.54,1.61,1.47
VS,2020-10-15,1.46,1.53,1.39
VS,2020-10-16,1.4,1.46,1.34
VS,2020-10-17,1.35,1.41,1.29
VS,2020-10-18,1.3,1.35,1.24
VS,2020-10-19,1.24,1.29,1.19
VS,2020-10-20,1.18,1.23,1.13
VS,2020-10-21,1.12,1.17,1.07
VS,2020-10-22,1.07,1.11,1.02
VS,2020-10-23,1.02,1.07,0.98
VS,2020-10-24,0.98,1.03,0.94
VS,2020-10-25,0.94,0.99,0.9
VS,2020-10-26,0.9,0.95,0.86
VS,2020-10-27,0.87,0.91,0.83
VS,2020-10-28,0.83,0.88,0.79
VS,2020-10-29,0.81,0.85,0.77
VS,2020-10-30,0.81,0.85,0.77
VS,2020-10-31,0.8,0.85,0.76
VS,2020-11-01,0.8,0.84,0.75
VS,2020-11-02,0.78,0.82,0.74
VS,2020-11-03,0.76,0.8,0.72
VS,2020-11-04,0.73,0.78,0.69
VS,2020-11-05,0.7,0.75,0.66
VS,2020-11-06,0.68,0.72,0.64
VS,2020-11-07,0.67,0.72,0.62
VS,2020-11-08,0.67,0.71,0.62
VS,2020-11-09,0.67,0.72,0.62
VS,2020-11-10,0.67,0.72,0.62
VS,2020-11-11,0.67,0.72,0.61
VS,2020-11-12,0.67,0.72,0.61
VS,2020-11-13,0.68,0.74,0.62
VS,2020-11-14,0.7,0.76,0.63
VS,2020-11-15,0.72,0.78,0.65
VS,2020-11-16,0.74,0.81,0.67
VS,2020-11-17,0.76,0.83,0.69
VS,2020-11-18,0.77,0.84,0.7
VS,2020-11-19,0.78,0.86,0.71
VS,2020-11-20,0.8,0.88,0.72
VS,2020-11-21,0.82,0.91,0.74
VS,2020-11-22,0.84,0.93,0.76
VS,2020-11-23,0.86,0.95,0.77
VS,2020-11-24,0.88,0.97,0.79
VS,2020-11-25,0.89,0.99,0.8
VS,2020-11-26,0.9,1,0.81
VS,2020-11-27,0.92,1.02,0.83
VS,2020-11-28,0.94,1.05,0.85
VS,2020-11-29,0.97,1.07,0.87
VS,2020-11-30,0.98,1.09,0.87
VS,2020-12-01,0.98,1.09,0.88
VS,2020-12-02,0.97,1.08,0.87
VS,2020-12-03,0.95,1.06,0.85
VS,2020-12-04,0.93,1.04,0.83
VS,2020-12-05,0.92,1.03,0.82
VS,2020-12-06,0.91,1.01,0.81
VS,2020-12-07,0.89,1,0.79
VS,2020-12-08,0.88,0.98,0.78
VS,2020-12-09,0.87,0.98,0.77
VS,2020-12-10,0.87,0.98,0.77
VS,2020-12-11,0.88,0.99,0.77
VS,2020-12-12,0.89,1,0.78
VS,2020-12-13,0.9,1.01,0.79
ZG,2020-03-04,1.64,3.16,0.62
ZG,2020-03-05,1.79,3.12,0.81
ZG,2020-03-06,1.74,3.13,0.75
ZG,2020-03-07,1.75,3.06,0.79
ZG,2020-03-08,1.74,2.97,0.84
ZG,2020-03-09,1.72,2.88,0.85
ZG,2020-03-10,1.63,2.67,0.84
ZG,2020-03-11,1.51,2.47,0.8
ZG,2020-03-12,1.43,2.3,0.75
ZG,2020-03-13,1.35,2.14,0.73
ZG,2020-03-14,1.29,2.05,0.7
ZG,2020-03-15,1.24,1.95,0.69
ZG,2020-03-16,1.19,1.87,0.67
ZG,2020-03-17,1.15,1.8,0.65
ZG,2020-03-18,1.13,1.78,0.64
ZG,2020-03-19,1.13,1.77,0.64
ZG,2020-03-20,1.16,1.77,0.67
ZG,2020-03-21,1.15,1.76,0.67
ZG,2020-03-22,1.14,1.73,0.66
ZG,2020-03-23,1.11,1.68,0.65
ZG,2020-03-24,1.06,1.6,0.62
ZG,2020-03-25,0.98,1.53,0.56
ZG,2020-03-26,0.92,1.42,0.5
ZG,2020-03-27,0.83,1.32,0.45
ZG,2020-03-28,0.76,1.23,0.39
ZG,2020-03-29,0.7,1.15,0.35
ZG,2020-03-30,0.64,1.1,0.3
ZG,2020-03-31,0.58,1.04,0.25
ZG,2020-04-01,0.52,0.98,0.2
ZG,2020-04-02,0.46,0.92,0.16
ZG,2020-04-03,0.41,0.87,0.12
ZG,2020-04-04,0.37,0.83,0.08
ZG,2020-04-05,0.33,0.83,0.06
ZG,2020-04-06,0.32,0.85,0.04
ZG,2020-04-07,0.34,0.94,0.03
ZG,2020-04-08,0.37,1.08,0.03
ZG,2020-04-09,0.43,1.32,0.04
ZG,2020-04-10,0.55,1.66,0.05
ZG,2020-04-11,0.72,2.07,0.08
ZG,2020-04-12,0.96,2.62,0.13
ZG,2020-04-13,1.19,3.1,0.19
ZG,2020-04-14,1.39,3.49,0.26
ZG,2020-04-15,1.48,3.5,0.31
ZG,2020-04-16,1.51,3.57,0.36
ZG,2020-04-17,1.54,3.49,0.38
ZG,2020-04-18,1.51,3.31,0.4
ZG,2020-04-19,1.44,3.14,0.39
ZG,2020-04-20,1.31,2.89,0.36
ZG,2020-04-21,1.18,2.59,0.32
ZG,2020-04-22,1.07,2.37,0.27
ZG,2020-04-23,0.94,2.11,0.22
ZG,2020-04-24,0.82,1.9,0.17
ZG,2020-04-25,0.72,1.76,0.12
ZG,2020-04-26,0.61,1.63,0.09
ZG,2020-04-27,0.53,1.54,0.06
ZG,2020-04-28,0.48,1.49,0.04
ZG,2020-04-29,0.46,1.5,0.02
ZG,2020-04-30,0.46,1.59,0.02
ZG,2020-05-01,0.51,1.76,0.02
ZG,2020-05-02,0.56,2.01,0.02
ZG,2020-05-03,0.65,2.29,0.02
ZG,2020-05-04,0.74,2.62,0.02
ZG,2020-05-05,0.81,2.82,0.03
ZG,2020-05-06,0.86,3.09,0.03
ZG,2020-05-07,0.92,3.31,0.03
ZG,2020-05-08,0.93,3.35,0.03
ZG,2020-05-09,0.94,3.47,0.03
ZG,2020-05-10,1,3.53,0.03
ZG,2020-05-11,0.97,3.44,0.03
ZG,2020-05-12,0.9,3.28,0.02
ZG,2020-05-13,0.77,3.13,0.01
ZG,2020-05-14,0.65,2.86,0
ZG,2020-05-15,0.55,2.63,0
ZG,2020-05-16,0.5,2.43,0
ZG,2020-05-17,0.48,2.44,0
ZG,2020-05-18,0.49,2.56,0
ZG,2020-05-19,0.51,2.84,0
ZG,2020-05-20,0.5,2.89,0
ZG,2020-05-21,0.47,3.02,0
ZG,2020-05-22,0.43,3.18,0
ZG,2020-05-23,0.47,3.52,0
ZG,2020-05-24,0.63,4.41,0
ZG,2020-05-25,1.05,6.26,0
ZG,2020-05-26,1.93,8.95,0
ZG,2020-05-27,3.14,11.9,0.04
ZG,2020-05-28,4.14,13.85,0.22
ZG,2020-05-29,4.62,13.7,0.53
ZG,2020-05-30,4.57,11.23,0.73
ZG,2020-05-31,3.77,8.79,0.75
ZG,2020-06-01,3.01,6.79,0.68
ZG,2020-06-02,2.35,5.12,0.58
ZG,2020-06-03,1.83,4.05,0.48
ZG,2020-06-04,1.5,3.36,0.4
ZG,2020-06-05,1.25,2.81,0.32
ZG,2020-06-06,1.07,2.42,0.26
ZG,2020-06-07,0.94,2.18,0.21
ZG,2020-06-08,0.81,1.99,0.17
ZG,2020-06-09,0.72,1.82,0.13
ZG,2020-06-10,0.63,1.71,0.1
ZG,2020-06-11,0.59,1.7,0.07
ZG,2020-06-12,0.62,1.75,0.07
ZG,2020-06-13,0.67,1.93,0.08
ZG,2020-06-14,0.74,2.16,0.09
ZG,2020-06-15,0.92,2.44,0.12
ZG,2020-06-16,1.11,2.83,0.18
ZG,2020-06-17,1.34,3.31,0.26
ZG,2020-06-18,1.58,3.67,0.37
ZG,2020-06-19,1.69,3.82,0.49
ZG,2020-06-20,1.79,3.74,0.54
ZG,2020-06-21,1.7,3.52,0.53
ZG,2020-06-22,1.57,3.21,0.51
ZG,2020-06-23,1.43,2.91,0.46
ZG,2020-06-24,1.3,2.65,0.44
ZG,2020-06-25,1.23,2.47,0.42
ZG,2020-06-26,1.2,2.38,0.42
ZG,2020-06-27,1.19,2.31,0.42
ZG,2020-06-28,1.18,2.28,0.43
ZG,2020-06-29,1.17,2.24,0.44
ZG,2020-06-30,1.16,2.18,0.44
ZG,2020-07-01,1.11,2.1,0.42
ZG,2020-07-02,1.05,1.99,0.39
ZG,2020-07-03,0.98,1.91,0.37
ZG,2020-07-04,0.93,1.85,0.34
ZG,2020-07-05,0.9,1.81,0.31
